col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,hidden_state,sequence_index
62.34996613317604,35.983398828253314,-0.0015059514139137077,0.0005772570340804728,100.000866743398,518.6702659658533,642.9886695753883,1587.7967287407744,1405.3227864761607,14.619528444333143,21.612341600946095,552.9002949087683,2388.066791604882,9064.446046363208,1.300111814539568,47.65070454351026,520.3159795759734,2388.064748310247,8152.120937720216,8.38810800021404,0.030360671618892054,392.50627045161946,2387.9994358836684,99.99945087165551,38.64299809085969,23.264397296187514,2,0
23.117133611793825,100.2242863101091,0.000802915922653888,-0.0016908583426270384,100.00085196006862,518.6692330683046,642.7182381808238,1581.4306950557827,1409.5781577009673,14.62055960315056,21.610296494317264,553.5028084582838,2388.0777835202084,9071.982689257133,1.299380704968477,47.51224894849487,521.7538387280092,2388.065772568135,8124.6704435502215,8.465703314603578,0.029647700111923626,391.69633594782886,2387.999725546265,100.00094318605737,38.789149271035,23.189945210481273,2,1
84.60082901350856,12.806653835663155,-0.00095824335162131,-5.5482151999446065e-05,99.99863228456162,518.6692787242745,642.6324320761828,1586.1412579902865,1414.809410783749,14.620017382797712,21.608702025423344,553.5563978315181,2388.251374059769,9058.112071804984,1.3008266139703364,47.673954205364176,520.9916625918268,2388.113802916746,8134.640841645616,8.417702661744721,0.030953743391444934,394.01116113763675,2388.00066011058,99.99951110147421,38.92023162887905,23.4007232393619,2,2
38.96156038514412,53.72750163814713,-0.0033706535871840635,-0.0004011442002027759,100.00015970847329,518.6702353663466,642.5449990899729,1592.405111446918,1405.5982255994709,14.62036965325714,21.60968645963626,553.9176464331889,2388.0988770634,9073.270319317171,1.2998524446836712,47.471182873563734,521.1357382329579,2388.1103016893785,8143.733778118282,8.434349340402923,0.029266021298493566,393.2216546470183,2387.9999339225833,100.00172553352752,38.65021271176994,23.31572231293409,2,3
5.567300193045611,99.92871866097609,-0.001852037498952129,0.0007457932583260525,100.00007034556523,518.6695490692243,642.5688253033696,1588.2074943736345,1409.0042172186743,14.621273794476561,21.609266430110424,553.3991107935626,2388.13339573478,9045.704084713905,1.3012855789349864,47.444058833587675,521.6419717981614,2388.098115737918,8127.478499335161,8.412134336950265,0.0312661932466725,392.4123045066005,2388.000819389748,99.99919436612541,38.77475918234082,23.318819582678127,2,4
38.912580785509434,106.84198390171811,0.0006042359400747754,0.0007541345588165495,100.00031694012871,518.669378549068,642.546943356421,1592.2290414946933,1402.72871744897,14.620271701816597,21.60886834876307,554.2300926619174,2388.025843858317,9039.073941016335,1.3004775082183744,47.65026963096794,521.1008967214007,2388.157790098991,8140.532906771417,8.444525193095334,0.028791955016739243,392.13379329971076,2388.000206146036,100.00022915758873,38.67802014929111,23.310856037016638,2,5
77.41194852642228,114.2485696896889,-0.003262696063854356,-0.0007384997343274951,100.00008577913493,518.668714735157,642.2663178151082,1596.007891766024,1414.1069427892464,14.620492162469663,21.610803872309162,552.8839469899727,2388.0593507130493,9063.001013495417,1.3011064262135685,47.64380210624812,521.1146590280501,2388.141147522035,8124.7195138122315,8.443584070798694,0.029780802382469794,393.9038260072777,2387.999969351849,100.00250152284042,38.97674207609501,23.32482020250772,2,6
67.01164151400113,38.38063307115467,0.00012572199907590021,-0.0010951223898874028,99.99914205246368,518.6704706728177,642.9560474539508,1589.8041297417326,1411.0026862482905,14.620964089926474,21.610327328576464,552.5827558307003,2388.0586162877926,9057.477934935117,1.3009908501326575,47.56122969471499,521.2453849492244,2388.1159427184166,8148.473170699427,8.443774937456183,0.03051304444769868,392.21152255945975,2388.000456031197,99.99873967105786,38.676242287449774,23.307009032710337,2,7
78.1105449613507,102.41339059304244,-0.0009959538049684512,8.004480604017916e-05,99.99883737233539,518.6721832568551,642.1377536630054,1594.5127814852272,1415.6239341859791,14.620117607214825,21.609182909302024,553.4916926768848,2388.017645913119,9080.508141382112,1.3014275435992297,47.55394056757761,520.942431701312,2388.074179105338,8139.7793193625685,8.448716470422898,0.02969368603858981,393.36636575363605,2388.0016361952953,100.00050276720329,38.72283409454055,23.291925703161027,2,8
58.575263533820745,-17.43038961001656,0.005022869230588053,0.0009949407848559874,100.0007086560401,518.6691529104926,642.5426248908524,1589.6181522714223,1404.1823910587193,14.619352575750304,21.60860997154144,553.862342606821,2388.041541060508,9051.399798703938,1.3011590578822056,47.4588780246555,520.9219511919913,2388.1168354045753,8150.176191144707,8.462323016111771,0.029556989198544423,393.65820009654436,2387.9999471659203,100.00040601793499,38.74704970938085,23.419860804291176,2,9
50.26557399035778,25.276669587101892,-0.004514314242528361,0.0012332808577036596,99.99990074321803,518.6695554660214,643.4738577722848,1595.9997179742297,1416.7672593311215,14.620064930402213,21.60943723121173,553.1466971182143,2388.1279549562696,9032.912958272713,1.3006283764912163,47.58958377311565,521.4620813956964,2388.1012152440894,8123.694278537916,8.443104261021935,0.031931579318662966,392.9803353219227,2388.0001842621223,100.00040190826923,38.933874473015074,23.280385798896074,2,10
